Method:,Hadamard 1,,
1283.159003,2.121318,654124.000000,4947.000000
1286.588223,2.141316,658088.000000,4753.000000
1290.013236,2.164225,663812.000000,4548.000000
1293.434042,2.197266,665888.000000,4228.000000
1296.850641,2.213404,668540.000000,4090.000000
1300.263033,2.254788,673348.000000,3745.000000
1303.671218,2.296696,676416.000000,3416.000000
1308.208921,2.348886,681284.000000,3051.000000
1311.607290,2.367390,682744.000000,2930.000000
1315.001451,2.406836,686672.000000,2691.000000
1318.391406,2.435345,690208.000000,2533.000000
1321.777154,2.454811,691356.000000,2426.000000
1325.158694,2.490245,693236.000000,2242.000000
1328.536028,2.503788,695416.000000,2180.000000
1331.909155,2.532914,695896.000000,2040.000000
1336.400113,2.525102,698232.000000,2084.000000
1339.763423,2.562978,698616.000000,1911.000000
1343.122526,2.544640,699520.000000,1996.000000
1346.477423,2.542121,698960.000000,2006.000000
1349.828112,2.557031,698852.000000,1938.000000
1353.174594,2.547394,696212.000000,1974.000000
1356.516869,2.555967,694264.000000,1930.000000
1360.966692,2.559372,690664.000000,1905.000000
1364.299151,2.542691,690108.000000,1978.000000
1367.627403,2.549466,689972.000000,1947.000000
1370.951448,2.559590,687384.000000,1895.000000
1374.271286,2.547367,685588.000000,1944.000000
1377.586916,2.551156,679500.000000,1910.000000
1380.898340,2.555511,675208.000000,1879.000000
1384.205557,2.548036,670044.000000,1897.000000
1388.608635,2.552056,662728.000000,1859.000000
1391.906036,2.573678,656840.000000,1753.000000
1395.199229,2.571643,654888.000000,1756.000000
1398.488216,2.577289,652124.000000,1726.000000
1401.772995,2.549873,651956.000000,1838.000000
1405.053567,2.551560,648440.000000,1821.000000
1408.329933,2.560961,645528.000000,1774.000000
1412.691876,2.549575,641584.000000,1810.000000
1415.958425,2.565999,642016.000000,1744.000000
1419.220767,2.568694,643048.000000,1736.000000
1422.478902,2.581129,644192.000000,1690.000000
1425.732830,2.577306,646104.000000,1710.000000
1428.982551,2.585029,645772.000000,1679.000000
1432.228065,2.600741,645636.000000,1619.000000
1435.469372,2.577846,648420.000000,1714.000000
1439.784570,2.568989,650528.000000,1755.000000
1443.016061,2.599205,651304.000000,1639.000000
1446.243345,2.586258,652232.000000,1691.000000
1449.466421,2.581400,652604.000000,1711.000000
1452.685291,2.579906,655304.000000,1724.000000
1455.899953,2.589258,652092.000000,1679.000000
1459.110409,2.585565,651192.000000,1691.000000
1463.384472,2.570831,650688.000000,1748.000000
1466.585111,2.585054,649656.000000,1689.000000
1469.781544,2.593599,648836.000000,1654.000000
1472.973769,2.597330,646124.000000,1633.000000
1476.161787,2.578709,645540.000000,1703.000000
1479.345598,2.585816,641164.000000,1664.000000
1482.525202,2.599106,638840.000000,1608.000000
1485.700600,2.582689,636564.000000,1664.000000
1489.927918,2.600259,631376.000000,1585.000000
1493.093499,2.600530,625792.000000,1570.000000
1496.254873,2.588299,622364.000000,1606.000000
1499.412039,2.587609,619828.000000,1602.000000
1502.564999,2.593500,616136.000000,1571.000000
1505.713752,2.595724,612992.000000,1555.000000
1508.858298,2.610355,608308.000000,1492.000000
1513.044481,2.590924,604304.000000,1550.000000
1516.179211,2.592777,600232.000000,1533.000000
1519.309733,2.616184,595040.000000,1440.000000
1522.436048,2.601340,590620.000000,1479.000000
1525.558157,2.605266,584700.000000,1451.000000
1528.676058,2.584433,579592.000000,1509.000000
1531.789752,2.606630,571988.000000,1415.000000
1534.899240,2.602174,565348.000000,1413.000000
1539.038678,2.635149,555124.000000,1286.000000
1542.138349,2.659212,548880.000000,1203.000000
1545.233813,2.603656,543996.000000,1355.000000
1548.325070,2.624248,536312.000000,1274.000000
1551.412120,2.629216,528856.000000,1242.000000
1554.494963,2.614533,519920.000000,1263.000000
1557.573599,2.584858,511724.000000,1331.000000
1561.671903,2.607975,501180.000000,1236.000000
1564.740722,2.627982,493812.000000,1163.000000
1567.805335,2.597163,486484.000000,1230.000000
1570.865740,2.598095,478016.000000,1206.000000
1573.921939,2.630202,470736.000000,1103.000000
1576.973930,2.636953,462940.000000,1068.000000
1580.021715,2.633688,455600.000000,1059.000000
1584.078883,2.587600,442228.000000,1143.000000
1587.116851,2.635819,434928.000000,1006.000000
1590.150612,2.588551,426524.000000,1100.000000
1593.180167,2.637217,417680.000000,963.000000
1596.205514,2.591596,409220.000000,1048.000000
1599.226654,2.601995,400340.000000,1001.000000
1602.243587,2.642185,390020.000000,889.000000
1605.256313,2.603549,383312.000000,955.000000
1609.266737,2.584733,372056.000000,968.000000
1612.269646,2.612170,361928.000000,884.000000
1615.268349,2.601054,355176.000000,890.000000
1618.262845,2.639687,346344.000000,794.000000
1621.253133,2.611360,335508.000000,821.000000
1624.239215,2.649606,326676.000000,732.000000
1627.221090,2.537609,317936.000000,922.000000
1631.190378,2.590369,303324.000000,779.000000
1634.162437,2.602236,296520.000000,741.000000
1637.130288,2.606520,287740.000000,712.000000
1640.093932,2.615341,282096.000000,684.000000
1643.053370,2.649284,273812.000000,614.000000
1646.008600,2.536800,266404.000000,774.000000
1648.959623,2.614131,258280.000000,628.000000
1651.906439,2.593418,250172.000000,638.000000
1655.828983,2.576253,240100.000000,637.000000
1658.765983,2.575361,230580.000000,613.000000
1661.698776,2.613713,222696.000000,542.000000
1664.627362,2.529221,214104.000000,633.000000
1667.551741,2.573580,206036.000000,550.000000
1670.471913,2.550873,198740.000000,559.000000
1673.387877,2.517593,191324.000000,581.000000
1677.269286,2.553298,180904.000000,506.000000
1680.175435,2.565075,173020.000000,471.000000
1683.077376,2.599240,163336.000000,411.000000
1685.975111,2.493239,153492.000000,493.000000
1688.868638,2.530317,144792.000000,427.000000
1691.757958,2.613700,134764.000000,328.000000
1694.643072,2.495942,125628.000000,401.000000
1697.523978,2.514522,116732.000000,357.000000
1701.358642,2.450506,104684.000000,371.000000
