Method:,Hadamard 3,,
1878.873710,2.336024,1077408.000000,4970.000000
1883.209003,2.338315,1065672.000000,4890.000000
1887.535615,2.351242,1056336.000000,4705.000000
1891.853548,2.343012,1045096.000000,4744.000000
1896.162801,2.338182,1039856.000000,4773.000000
1900.463374,2.350564,1032496.000000,4606.000000
1904.755268,2.337255,1032856.000000,4751.000000
1909.038482,2.345420,1032744.000000,4662.000000
1913.313016,2.336801,1036120.000000,4771.000000
1917.578871,2.338906,1037664.000000,4755.000000
1921.836045,2.330566,1041048.000000,4863.000000
1926.084540,2.322886,1044672.000000,4967.000000
1930.324356,2.337871,1047384.000000,4811.000000
1934.555491,2.334286,1057560.000000,4898.000000
1938.777947,2.323637,1068392.000000,5071.000000
1942.991723,2.318485,1079736.000000,5186.000000
1947.196820,2.333162,1095960.000000,5089.000000
1951.393236,2.342482,1110272.000000,5046.000000
1955.580973,2.345007,1127368.000000,5094.000000
1959.760031,2.350688,1145128.000000,5107.000000
1963.930408,2.352502,1165008.000000,5174.000000
1969.131174,2.354413,1188688.000000,5256.000000
1973.282022,2.348532,1206168.000000,5406.000000
1977.424191,2.341956,1224304.000000,5571.000000
1981.557679,2.339112,1241640.000000,5687.000000
1985.682488,2.345223,1260120.000000,5691.000000
1989.798618,2.352566,1280704.000000,5687.000000
1993.906067,2.350709,1305288.000000,5821.000000
1998.004837,2.342434,1325976.000000,6027.000000
2002.094927,2.351901,1347776.000000,5994.000000
2006.176337,2.354296,1369472.000000,6057.000000
2010.249068,2.350393,1387696.000000,6193.000000
2014.313119,2.368038,1406264.000000,6026.000000
2018.368490,2.363391,1423160.000000,6164.000000
2022.415181,2.348248,1440168.000000,6459.000000
2026.453193,2.370555,1456688.000000,6206.000000
2030.482525,2.357584,1475336.000000,6476.000000
2034.503177,2.346141,1489336.000000,6712.000000
2038.515150,2.353874,1507736.000000,6675.000000
2042.518443,2.345480,1523184.000000,6875.000000
2046.513056,2.350884,1542032.000000,6874.000000
2050.498989,2.361722,1560528.000000,6785.000000
2054.476243,2.366974,1580680.000000,6790.000000
2058.444817,2.370588,1599520.000000,6814.000000
2062.404711,2.362100,1614144.000000,7012.000000
2066.355926,2.362089,1630904.000000,7085.000000
2070.298460,2.369892,1645472.000000,7021.000000
2074.232315,2.356459,1658072.000000,7297.000000
2078.157491,2.356316,1670472.000000,7354.000000
2082.073986,2.359213,1680512.000000,7349.000000
2085.981802,2.356396,1689864.000000,7438.000000
2089.880938,2.366540,1696544.000000,7295.000000
2093.771395,2.358229,1704312.000000,7470.000000
2097.653171,2.354981,1710184.000000,7552.000000
2101.526268,2.349236,1717208.000000,7684.000000
2105.390686,2.353991,1723688.000000,7629.000000
2109.246423,2.349140,1731128.000000,7748.000000
2113.093481,2.348766,1734776.000000,7771.000000
2116.931859,2.344722,1739264.000000,7864.000000
2120.761557,2.347517,1741368.000000,7823.000000
2124.582576,2.344980,1737200.000000,7850.000000
2128.394915,2.350242,1737320.000000,7756.000000
2132.198574,2.345913,1736944.000000,7832.000000
2135.993553,2.343195,1734040.000000,7868.000000
2140.725072,2.340223,1733160.000000,7918.000000
2144.500522,2.331256,1732264.000000,8079.000000
2148.267292,2.341028,1729576.000000,7887.000000
2152.025383,2.328853,1729952.000000,8113.000000
2155.774794,2.333545,1729344.000000,8023.000000
2159.515525,2.340243,1729736.000000,7902.000000
2163.247576,2.328312,1728864.000000,8118.000000
2166.970948,2.339140,1726440.000000,7907.000000
2170.685640,2.320839,1725536.000000,8243.000000
2174.391652,2.327791,1719984.000000,8086.000000
2178.088985,2.316256,1713224.000000,8271.000000
2181.777638,2.312110,1704536.000000,8308.000000
2185.457611,2.324737,1691456.000000,8008.000000
2189.128904,2.313347,1680800.000000,8169.000000
2192.791518,2.326660,1667352.000000,7859.000000
2196.445452,2.309933,1653144.000000,8098.000000
2200.090706,2.303007,1643464.000000,8180.000000
2203.727281,2.302453,1630736.000000,8127.000000
2207.355175,2.302837,1618720.000000,8060.000000
2210.974390,2.302639,1609552.000000,8018.000000
2214.584926,2.309742,1602832.000000,7855.000000
2218.186781,2.296258,1598144.000000,8079.000000
2221.779957,2.288035,1593400.000000,8209.000000
2225.364453,2.290264,1592432.000000,8162.000000
2228.940270,2.277671,1589184.000000,8385.000000
2232.507406,2.286699,1588896.000000,8211.000000
2236.065863,2.281207,1585744.000000,8299.000000
2239.615641,2.277313,1583328.000000,8361.000000
2243.156738,2.274681,1575080.000000,8368.000000
2246.689156,2.268798,1570416.000000,8457.000000
2250.212894,2.264258,1563272.000000,8507.000000
2253.727952,2.255912,1556592.000000,8635.000000
2257.234331,2.249284,1550768.000000,8735.000000
2260.732030,2.240638,1543520.000000,8869.000000
2264.221049,2.236787,1535416.000000,8901.000000
2267.701389,2.234148,1528000.000000,8912.000000
2271.173048,2.224352,1523256.000000,9087.000000
2274.636028,2.224936,1516240.000000,9033.000000
2278.090329,2.223395,1510704.000000,9032.000000
2281.535949,2.216119,1503696.000000,9142.000000
2284.972890,2.209996,1497240.000000,9232.000000
2288.401151,2.206325,1488016.000000,9253.000000
2291.820732,2.202492,1478608.000000,9276.000000
2296.083003,2.194374,1467184.000000,9378.000000
2299.483055,2.192595,1456512.000000,9348.000000
2302.874428,2.190170,1448400.000000,9348.000000
2306.257120,2.185291,1437888.000000,9385.000000
2309.631133,2.191023,1429048.000000,9205.000000
2312.996466,2.179088,1423840.000000,9427.000000
2316.353119,2.182935,1418832.000000,9311.000000
2319.701093,2.181922,1412792.000000,9293.000000
2323.040387,2.183080,1404216.000000,9212.000000
2326.371001,2.185060,1391184.000000,9085.000000
2329.692936,2.188762,1383016.000000,8955.000000
2333.006191,2.187254,1372992.000000,8921.000000
2336.310766,2.193542,1366312.000000,8750.000000
2339.606661,2.202227,1360616.000000,8541.000000
2342.893876,2.204480,1353120.000000,8450.000000
2346.172412,2.202140,1349512.000000,8473.000000
2349.442268,2.198970,1348080.000000,8526.000000
2352.703445,2.207193,1343552.000000,8338.000000
2355.955942,2.208083,1341144.000000,8306.000000
2359.199759,2.207868,1334184.000000,8267.000000
2362.434896,2.209790,1327944.000000,8192.000000
2365.661353,2.213994,1318928.000000,8058.000000
2368.879131,2.211949,1308496.000000,8032.000000
2372.088229,2.204944,1299584.000000,8107.000000
2375.288648,2.212114,1287808.000000,7902.000000
2378.480386,2.215545,1277816.000000,7779.000000
2381.663445,2.206442,1266432.000000,7873.000000
2384.837824,2.211287,1253640.000000,7707.000000
2388.003524,2.207583,1242024.000000,7701.000000
2391.160543,2.213411,1231832.000000,7536.000000
2394.308883,2.208844,1219432.000000,7539.000000
2397.448544,2.203838,1205296.000000,7538.000000
2400.579524,2.200910,1189576.000000,7490.000000
